,pitch_type,game_date,release_speed,batter,stand,balls,strikes,plate_x,plate_z,outs_when_up,inning,game_pk,bat_score,fld_score,on_base,prev_events,prev_zone,prev_type,prev_bb_type,prev_plate_x,prev_plate_z
17707,FF,2019-10-22,96.8,475582,R,0,0,0.14,3.01,0,6,599371,5,2,1,,6.0,S,,0.7,2.53
17708,KC,2019-10-22,85.6,452678,L,2,2,-0.16,3.19,0,6,599371,5,2,0,grounded_into_double_play,2.0,X,ground_ball,0.14,3.01
17709,FF,2019-10-22,98.0,452678,L,1,2,-0.89,2.83,0,6,599371,5,2,0,single,2.0,X,line_drive,-0.16,3.19
17710,KC,2019-10-22,85.5,452678,L,1,1,-0.3,2.33,0,6,599371,5,2,0,,11.0,B,,-0.89,2.83
17711,FF,2019-10-22,97.0,452678,L,1,0,0.37,1.58,0,6,599371,5,2,0,,4.0,S,,-0.3,2.33
17712,FF,2019-10-22,96.9,452678,L,0,0,-0.17,1.25,0,6,599371,5,2,0,,9.0,S,,0.37,1.58
17691,CH,2019-10-22,88.7,594809,L,0,1,-0.42,2.2,2,7,599371,5,2,0,,,,,,
17692,FF,2019-10-22,97.0,594809,L,0,0,0.4,2.17,2,7,599371,5,2,0,field_out,4.0,X,fly_ball,-0.42,2.2
17693,FF,2019-10-22,98.5,607208,R,3,2,1.19,2.28,1,7,599371,5,2,0,,6.0,S,,0.4,2.17
17694,FF,2019-10-22,99.3,607208,R,3,2,0.28,2.47,1,7,599371,5,2,0,strikeout,12.0,S,,1.19,2.28
17695,SL,2019-10-22,91.2,607208,R,3,2,-0.96,3.13,1,7,599371,5,2,0,,6.0,S,,0.28,2.47
17696,FF,2019-10-22,98.0,607208,R,3,1,-0.59,1.39,1,7,599371,5,2,0,,11.0,S,,-0.96,3.13
17697,FF,2019-10-22,97.8,607208,R,3,0,-0.12,3.09,1,7,599371,5,2,0,,13.0,S,,-0.59,1.39
17698,FF,2019-10-22,97.8,607208,R,2,0,1.27,2.69,1,7,599371,5,2,0,,2.0,S,,-0.12,3.09
17699,KC,2019-10-22,86.6,607208,R,1,0,0.68,1.08,1,7,599371,5,2,0,,12.0,B,,1.27,2.69
17700,FF,2019-10-22,96.2,607208,R,0,0,0.93,2.0,1,7,599371,5,2,0,,14.0,B,,0.68,1.08
17701,SL,2019-10-22,88.9,645302,R,1,2,1.2,1.03,0,7,599371,5,2,0,,14.0,B,,0.93,2.0
17702,SL,2019-10-22,89.0,645302,R,0,2,1.34,1.01,0,7,599371,5,2,0,strikeout,14.0,S,,1.2,1.03
17703,FF,2019-10-22,96.6,645302,R,0,1,0.71,2.62,0,7,599371,5,2,0,,14.0,B,,1.34,1.01
17704,FF,2019-10-22,96.7,645302,R,0,0,0.87,2.77,0,7,599371,5,2,0,,6.0,S,,0.71,2.62
17674,SL,2019-10-27,90.0,543685,R,0,1,0.45,1.49,2,1,599375,0,0,0,,,,,,
17675,FF,2019-10-27,96.4,543685,R,0,0,0.92,3.13,2,1,599375,0,0,0,field_out,9.0,X,fly_ball,0.45,1.49
17676,FF,2019-10-27,96.6,594809,L,1,2,0.14,2.44,1,1,599375,0,0,0,,12.0,S,,0.92,3.13
17677,FF,2019-10-27,97.4,594809,L,1,2,0.54,2.51,1,1,599375,0,0,0,field_out,5.0,X,line_drive,0.14,2.44
17678,KC,2019-10-27,86.0,594809,L,0,2,2.35,-1.36,1,1,599375,0,0,0,,3.0,S,,0.54,2.51
17679,FF,2019-10-27,98.1,594809,L,0,2,0.84,1.56,1,1,599375,0,0,0,,14.0,B,,2.35,-1.36
17680,FF,2019-10-27,97.4,594809,L,0,1,0.15,2.44,1,1,599375,0,0,0,,14.0,S,,0.84,1.56
17681,KC,2019-10-27,83.3,594809,L,0,0,0.12,1.84,1,1,599375,0,0,0,,5.0,S,,0.15,2.44
17682,SL,2019-10-27,91.9,607208,R,3,2,-0.18,2.77,0,1,599375,0,0,0,,5.0,S,,0.12,1.84
17683,FF,2019-10-27,98.7,607208,R,3,2,0.83,2.29,0,1,599375,0,0,0,strikeout,2.0,S,,-0.18,2.77
17684,FF,2019-10-27,97.3,607208,R,3,2,0.59,3.52,0,1,599375,0,0,0,,6.0,S,,0.83,2.29
17685,FF,2019-10-27,96.9,607208,R,3,2,0.65,3.3,0,1,599375,0,0,0,,12.0,S,,0.59,3.52
17686,FF,2019-10-27,97.9,607208,R,2,2,1.19,1.25,0,1,599375,0,0,0,,3.0,S,,0.65,3.3
17687,KC,2019-10-27,85.8,607208,R,1,2,0.95,1.0,0,1,599375,0,0,0,,14.0,B,,1.19,1.25
17688,FF,2019-10-27,97.1,607208,R,1,1,-0.17,2.49,0,1,599375,0,0,0,,14.0,B,,0.95,1.0
17689,FF,2019-10-27,96.4,607208,R,0,1,1.12,2.96,0,1,599375,0,0,0,,5.0,S,,-0.17,2.49
17690,FF,2019-10-27,95.0,607208,R,0,0,0.78,1.94,0,1,599375,0,0,0,,12.0,B,,1.12,2.96
17662,SL,2019-10-27,90.1,645302,R,0,2,0.86,2.41,1,2,599375,0,2,2,,,,,,
17663,SL,2019-10-27,90.4,645302,R,0,1,1.29,1.54,1,2,599375,0,2,2,grounded_into_double_play,14.0,X,ground_ball,0.86,2.41
17664,FF,2019-10-27,97.8,645302,R,0,0,0.9,2.37,1,2,599375,0,2,2,,14.0,S,,1.29,1.54
17665,KC,2019-10-27,86.6,475582,R,1,2,1.98,0.73,0,2,599375,0,2,2,,14.0,S,,0.9,2.37
17666,FF,2019-10-27,98.3,475582,R,1,1,-0.78,3.96,0,2,599375,0,2,2,strikeout,14.0,S,,1.98,0.73
17667,SL,2019-10-27,90.4,475582,R,0,1,1.85,-0.21,0,2,599375,0,2,2,,11.0,S,,-0.78,3.96
17668,SL,2019-10-27,89.0,475582,R,0,0,0.81,3.16,0,2,599375,0,2,2,,14.0,B,,1.85,-0.21
17669,FF,2019-10-27,96.1,435062,R,0,0,-0.08,2.42,0,2,599375,0,2,1,,3.0,S,,0.81,3.16
17670,CH,2019-10-27,88.3,665742,L,2,1,0.43,2.34,0,2,599375,0,2,0,single,5.0,X,line_drive,-0.08,2.42
17671,FF,2019-10-27,97.5,665742,L,1,1,1.01,3.36,0,2,599375,0,2,0,single,6.0,X,line_drive,0.43,2.34
17672,FF,2019-10-27,97.3,665742,L,1,0,0.35,3.36,0,2,599375,0,2,0,,12.0,B,,1.01,3.36
17673,CH,2019-10-27,86.9,665742,L,0,0,-1.6,2.94,0,2,599375,0,2,0,,3.0,S,,0.35,3.36
17649,KC,2019-10-27,83.4,607208,R,1,2,-0.1,2.89,2,3,599375,0,2,0,,,,,,
17650,FF,2019-10-27,97.1,607208,R,0,2,0.89,1.58,2,3,599375,0,2,0,field_out,2.0,X,line_drive,-0.1,2.89
17651,SL,2019-10-27,87.8,607208,R,0,1,0.36,1.05,2,3,599375,0,2,0,,14.0,B,,0.89,1.58
17652,KC,2019-10-27,82.6,607208,R,0,0,-0.15,2.72,2,3,599375,0,2,0,,14.0,S,,0.36,1.05
17653,SL,2019-10-27,88.3,605452,R,1,2,0.17,2.76,1,3,599375,0,2,0,,5.0,S,,-0.15,2.72
17654,SL,2019-10-27,88.8,605452,R,0,2,1.51,2.35,1,3,599375,0,2,0,strikeout,5.0,S,,0.17,2.76
17655,FF,2019-10-27,96.7,605452,R,0,1,0.79,2.69,1,3,599375,0,2,0,,14.0,B,,1.51,2.35
17656,FF,2019-10-27,96.5,605452,R,0,0,-0.25,2.04,1,3,599375,0,2,0,,6.0,S,,0.79,2.69
17657,SL,2019-10-27,90.3,543228,R,2,2,0.78,2.69,0,3,599375,0,2,0,,8.0,S,,-0.25,2.04
17658,FF,2019-10-27,98.2,543228,R,1,2,0.41,3.72,0,3,599375,0,2,0,field_out,3.0,X,popup,0.78,2.69
17659,FF,2019-10-27,97.5,543228,R,1,1,0.08,3.03,0,3,599375,0,2,0,,12.0,B,,0.41,3.72
17660,SL,2019-10-27,90.0,543228,R,1,0,0.77,2.41,0,3,599375,0,2,0,,2.0,S,,0.08,3.03
17661,FF,2019-10-27,97.0,543228,R,0,0,1.21,2.24,0,3,599375,0,2,0,,6.0,S,,0.77,2.41
17628,FF,2019-10-27,96.5,435062,R,3,1,0.56,2.75,2,4,599375,0,4,1,,,,,,
17629,FF,2019-10-27,96.9,435062,R,2,1,1.49,1.47,2,4,599375,0,4,1,force_out,6.0,X,ground_ball,0.56,2.75
17630,FF,2019-10-27,97.7,435062,R,1,1,1.7,2.84,2,4,599375,0,4,1,,14.0,B,,1.49,1.47
17631,SL,2019-10-27,89.0,435062,R,1,0,0.26,2.04,2,4,599375,0,4,1,,12.0,B,,1.7,2.84
17632,SL,2019-10-27,85.8,435062,R,0,0,-0.36,3.71,2,4,599375,0,4,1,,5.0,S,,0.26,2.04
17633,KC,2019-10-27,84.7,665742,L,2,2,-0.06,2.34,1,4,599375,0,4,1,,11.0,B,,-0.36,3.71
17634,FF,2019-10-27,97.7,665742,L,2,1,0.23,3.11,1,4,599375,0,4,1,field_out,5.0,X,line_drive,-0.06,2.34
17635,FF,2019-10-27,98.8,665742,L,1,1,0.93,2.62,1,4,599375,0,4,1,,2.0,S,,0.23,3.11
17636,KC,2019-10-27,84.0,665742,L,1,0,0.15,3.18,1,4,599375,0,4,1,,12.0,B,,0.93,2.62
17637,KC,2019-10-27,85.3,665742,L,0,0,-1.28,3.08,1,4,599375,0,4,1,,2.0,S,,0.15,3.18
17638,FF,2019-10-27,98.1,543685,R,3,1,0.9,3.12,1,4,599375,0,4,0,,11.0,B,,-1.28,3.08
17639,FF,2019-10-27,99.3,543685,R,2,1,1.44,2.17,1,4,599375,0,4,0,walk,12.0,B,,0.9,3.12
17640,FF,2019-10-27,96.8,543685,R,2,0,0.36,2.22,1,4,599375,0,4,0,,14.0,B,,1.44,2.17
17641,FF,2019-10-27,96.9,543685,R,1,0,0.61,3.4,1,4,599375,0,4,0,,6.0,S,,0.36,2.22
17642,FF,2019-10-27,96.1,543685,R,0,0,1.69,1.71,1,4,599375,0,4,0,,12.0,B,,0.61,3.4
17643,KC,2019-10-27,86.1,594809,L,2,2,-0.73,2.54,0,4,599375,0,4,0,,14.0,B,,1.69,1.71
17644,FF,2019-10-27,98.2,594809,L,1,2,0.99,2.49,0,4,599375,0,4,0,strikeout,1.0,S,,-0.73,2.54
17645,FF,2019-10-27,97.0,594809,L,0,2,-0.12,3.59,0,4,599375,0,4,0,,12.0,B,,0.99,2.49
17646,KC,2019-10-27,86.7,594809,L,0,2,0.52,0.61,0,4,599375,0,4,0,,11.0,B,,-0.12,3.59
17647,KC,2019-10-27,85.2,594809,L,0,1,0.83,0.46,0,4,599375,0,4,0,,14.0,S,,0.52,0.61
17648,FF,2019-10-27,96.0,594809,L,0,0,-0.04,2.83,0,4,599375,0,4,0,,14.0,S,,0.83,0.46
17622,FF,2019-10-27,95.9,543228,R,1,0,0.26,2.45,2,5,599375,0,4,0,,,,,,
17623,FF,2019-10-27,96.3,543228,R,0,0,1.39,2.63,2,5,599375,0,4,0,field_out,5.0,X,fly_ball,0.26,2.45
17624,SL,2019-10-27,89.5,645302,R,0,2,0.88,0.86,1,5,599375,0,4,0,,12.0,B,,1.39,2.63
17625,FF,2019-10-27,94.6,645302,R,0,1,0.43,2.26,1,5,599375,0,4,0,strikeout,14.0,S,,0.88,0.86
17626,FF,2019-10-27,96.2,645302,R,0,0,-0.26,2.55,1,5,599375,0,4,0,,6.0,S,,0.43,2.26
17627,FF,2019-10-27,96.7,475582,R,0,0,-0.79,2.75,0,5,599375,0,4,0,,5.0,S,,-0.26,2.55
17607,SL,2019-10-27,90.0,594809,L,3,2,0.44,3.01,2,6,599375,0,4,0,,,,,,
17608,FF,2019-10-27,98.3,594809,L,2,2,2.1,1.18,2,6,599375,0,4,0,strikeout,3.0,S,,0.44,3.01
17609,CH,2019-10-27,87.8,594809,L,1,2,-0.49,0.62,2,6,599375,0,4,0,,14.0,B,,2.1,1.18
17610,FF,2019-10-27,98.0,594809,L,1,1,0.01,2.99,2,6,599375,0,4,0,,13.0,B,,-0.49,0.62
17611,SL,2019-10-27,89.3,594809,L,0,1,1.3,0.73,2,6,599375,0,4,0,,2.0,S,,0.01,2.99
17612,SL,2019-10-27,90.1,594809,L,0,0,0.22,1.65,2,6,599375,0,4,0,,14.0,B,,1.3,0.73
17613,SL,2019-10-27,91.7,607208,R,2,2,0.72,2.2,1,6,599375,0,4,0,,8.0,S,,0.22,1.65
17614,FF,2019-10-27,98.1,607208,R,2,2,-1.05,3.02,1,6,599375,0,4,0,field_out,6.0,X,ground_ball,0.72,2.2
17615,FF,2019-10-27,97.7,607208,R,2,1,0.47,2.53,1,6,599375,0,4,0,,11.0,S,,-1.05,3.02
17616,SL,2019-10-27,90.1,607208,R,1,1,1.05,1.18,1,6,599375,0,4,0,,6.0,S,,0.47,2.53
17617,FF,2019-10-27,96.7,607208,R,0,1,2.23,2.36,1,6,599375,0,4,0,,14.0,B,,1.05,1.18
17618,FF,2019-10-27,97.0,607208,R,0,0,0.77,1.65,1,6,599375,0,4,0,,14.0,B,,2.23,2.36
17619,SL,2019-10-27,90.9,467827,L,0,2,1.29,1.88,0,6,599375,0,4,0,,9.0,S,,0.77,1.65
17620,KC,2019-10-27,84.7,467827,L,0,1,0.53,1.43,0,6,599375,0,4,0,strikeout,14.0,S,,1.29,1.88
17621,FF,2019-10-27,95.8,467827,L,0,0,-0.41,2.96,0,6,599375,0,4,0,,9.0,S,,0.53,1.43
17581,FF,2019-10-27,98.2,645302,R,3,2,1.0,3.17,2,7,599375,1,4,1,,,,,,
17582,FF,2019-10-27,99.8,645302,R,2,2,0.49,1.26,2,7,599375,1,4,1,strikeout,12.0,S,,1.0,3.17
17583,FF,2019-10-27,98.4,645302,R,2,1,0.75,2.22,2,7,599375,1,4,1,,14.0,B,,0.49,1.26
17584,FF,2019-10-27,98.0,645302,R,1,1,1.39,2.19,2,7,599375,1,4,1,,6.0,S,,0.75,2.22
17585,FF,2019-10-27,97.5,645302,R,1,0,-0.7,3.54,2,7,599375,1,4,1,,14.0,B,,1.39,2.19
17586,SL,2019-10-27,90.8,645302,R,0,0,1.46,1.53,2,7,599375,1,4,1,,11.0,S,,-0.7,3.54
17587,SL,2019-10-27,91.7,475582,R,3,2,0.8,3.07,2,7,599375,1,4,0,,14.0,B,,1.46,1.53
17588,KC,2019-10-27,86.7,475582,R,2,2,-0.87,1.57,2,7,599375,1,4,0,walk,3.0,B,,0.8,3.07
17589,KC,2019-10-27,85.5,475582,R,1,2,0.7,1.14,2,7,599375,1,4,0,,13.0,B,,-0.87,1.57
17590,FF,2019-10-27,99.5,475582,R,1,1,0.2,2.89,2,7,599375,1,4,0,,14.0,B,,0.7,1.14
17591,SL,2019-10-27,91.3,475582,R,0,1,1.03,1.36,2,7,599375,1,4,0,,2.0,S,,0.2,2.89
17592,SL,2019-10-27,87.3,475582,R,0,0,0.56,2.31,2,7,599375,1,4,0,,14.0,B,,1.03,1.36
17593,SL,2019-10-27,90.7,435062,R,2,2,0.48,2.61,1,7,599375,1,4,0,,6.0,S,,0.56,2.31
17594,FF,2019-10-27,99.0,435062,R,2,2,-0.48,3.16,1,7,599375,1,4,0,strikeout,6.0,S,,0.48,2.61
17595,FF,2019-10-27,96.9,435062,R,2,1,-0.39,3.13,1,7,599375,1,4,0,,1.0,S,,-0.48,3.16
17596,KC,2019-10-27,82.2,435062,R,2,0,-0.08,2.4,1,7,599375,1,4,0,,1.0,S,,-0.39,3.13
17597,SL,2019-10-27,89.4,435062,R,1,0,0.98,1.67,1,7,599375,1,4,0,,5.0,S,,-0.08,2.4
17598,KC,2019-10-27,83.2,435062,R,0,0,1.25,1.68,1,7,599375,1,4,0,,14.0,B,,0.98,1.67
17599,FF,2019-10-27,98.7,665742,L,2,2,0.0,2.52,1,7,599375,0,4,0,,14.0,B,,1.25,1.68
17600,SL,2019-10-27,90.8,665742,L,1,2,1.52,1.35,1,7,599375,0,4,0,home_run,5.0,X,fly_ball,0.0,2.52
17601,FF,2019-10-27,97.4,665742,L,1,1,-0.55,2.95,1,7,599375,0,4,0,,14.0,B,,1.52,1.35
17602,CH,2019-10-27,88.2,665742,L,0,1,0.23,1.36,1,7,599375,0,4,0,,1.0,S,,-0.55,2.95
17603,SL,2019-10-27,90.8,665742,L,0,0,0.77,1.62,1,7,599375,0,4,0,,14.0,B,,0.23,1.36
17604,FF,2019-10-27,98.3,543685,R,0,2,-0.08,3.44,0,7,599375,0,4,0,,9.0,S,,0.77,1.62
17605,FF,2019-10-27,96.3,543685,R,0,1,-0.61,3.33,0,7,599375,0,4,0,field_out,11.0,X,fly_ball,-0.08,3.44
17606,SL,2019-10-27,90.2,543685,R,0,0,-0.14,2.93,0,7,599375,0,4,0,,11.0,S,,-0.61,3.33
16982,SL,2020-08-26,88.6,542303,R,0,2,0.6,1.68,2,1,630361,1,0,0,,,,,,
16983,FF,2020-08-26,96.3,542303,R,0,1,0.51,2.76,2,1,630361,1,0,0,strikeout,9.0,S,,0.6,1.68
16984,SL,2020-08-26,86.1,542303,R,0,0,0.09,2.37,2,1,630361,1,0,0,,6.0,S,,0.51,2.76
16985,FF,2020-08-26,98.4,518692,L,2,2,-0.1,2.87,1,1,630361,1,0,0,,5.0,S,,0.09,2.37
16986,FF,2020-08-26,96.8,518692,L,2,1,-0.73,3.05,1,1,630361,1,0,0,strikeout,5.0,S,,-0.1,2.87
16987,KC,2020-08-26,82.3,518692,L,2,0,0.44,0.98,1,1,630361,1,0,0,,1.0,S,,-0.73,3.05
16988,FF,2020-08-26,95.6,518692,L,1,0,-1.84,2.99,1,1,630361,1,0,0,,14.0,S,,0.44,0.98
16989,FF,2020-08-26,96.7,518692,L,0,0,1.58,2.0,1,1,630361,1,0,0,,11.0,B,,-1.84,2.99
16990,SL,2020-08-26,89.3,621020,R,2,2,0.77,1.92,0,1,630361,1,0,0,,14.0,B,,1.58,2.0
16991,KC,2020-08-26,83.9,621020,R,1,2,1.56,0.09,0,1,630361,1,0,0,strikeout,9.0,S,,0.77,1.92
16992,SL,2020-08-26,88.0,621020,R,1,2,0.96,1.97,0,1,630361,1,0,0,,14.0,B,,1.56,0.09
16993,SL,2020-08-26,86.0,621020,R,1,1,0.31,2.67,0,1,630361,1,0,0,,14.0,S,,0.96,1.97
16994,SL,2020-08-26,87.6,621020,R,1,0,-0.1,3.15,0,1,630361,1,0,0,,6.0,S,,0.31,2.67
16995,KC,2020-08-26,83.2,621020,R,0,0,1.31,0.33,0,1,630361,1,0,0,,2.0,S,,-0.1,3.15
16996,FF,2020-08-26,97.3,660670,R,3,2,0.78,2.77,0,1,630361,0,0,0,,14.0,B,,1.31,0.33
16997,FF,2020-08-26,96.3,660670,R,3,1,0.58,2.45,0,1,630361,0,0,0,home_run,6.0,X,fly_ball,0.78,2.77
16998,FF,2020-08-26,96.1,660670,R,2,1,0.35,3.52,0,1,630361,0,0,0,,6.0,S,,0.58,2.45
16999,FF,2020-08-26,95.5,660670,R,2,0,0.73,2.13,0,1,630361,0,0,0,,12.0,B,,0.35,3.52
17000,FF,2020-08-26,95.4,660670,R,1,0,0.82,1.67,0,1,630361,0,0,0,,6.0,S,,0.73,2.13
17001,FF,2020-08-26,94.7,660670,R,0,0,-0.91,4.09,0,1,630361,0,0,0,,9.0,B,,0.82,1.67
16964,SL,2020-08-26,89.3,452095,R,2,2,0.99,2.52,2,2,630361,1,0,1,,,,,,
16965,FF,2020-08-26,97.7,452095,R,1,2,0.36,3.56,2,2,630361,1,0,1,strikeout,12.0,S,,0.99,2.52
16966,FF,2020-08-26,98.0,452095,R,0,2,1.2,3.66,2,2,630361,1,0,1,,12.0,B,,0.36,3.56
16967,SL,2020-08-26,87.6,452095,R,0,1,0.86,1.87,2,2,630361,1,0,1,,12.0,B,,1.2,3.66
16968,FF,2020-08-26,96.3,452095,R,0,0,0.11,2.99,2,2,630361,1,0,1,,14.0,S,,0.86,1.87
16969,SL,2020-08-26,88.4,663586,R,0,2,0.83,1.33,1,2,630361,1,0,1,,2.0,S,,0.11,2.99
16970,SL,2020-08-26,88.8,663586,R,0,1,0.3,2.23,1,2,630361,1,0,1,strikeout,14.0,S,,0.83,1.33
16971,SL,2020-08-26,86.8,663586,R,0,0,-0.01,2.74,1,2,630361,1,0,1,,6.0,S,,0.3,2.23
16972,FF,2020-08-26,96.2,594807,R,0,2,-0.09,2.52,0,2,630361,1,0,1,,5.0,S,,-0.01,2.74
16973,FF,2020-08-26,96.1,594807,R,0,1,0.5,2.69,0,2,630361,1,0,1,field_out,5.0,X,fly_ball,-0.09,2.52
16974,SL,2020-08-26,89.0,594807,R,0,0,0.74,1.95,0,2,630361,1,0,1,,6.0,S,,0.5,2.69
16975,FF,2020-08-26,95.6,455976,L,3,2,-0.15,2.5,0,2,630361,1,0,0,,9.0,S,,0.74,1.95
16976,SL,2020-08-26,87.5,455976,L,2,2,1.23,2.58,0,2,630361,1,0,0,single,5.0,X,line_drive,-0.15,2.5
16977,FF,2020-08-26,97.3,455976,L,2,2,-1.1,3.2,0,2,630361,1,0,0,,14.0,B,,1.23,2.58
16978,FF,2020-08-26,96.0,455976,L,1,2,-2.09,3.06,0,2,630361,1,0,0,,11.0,S,,-1.1,3.2
16979,KC,2020-08-26,82.4,455976,L,1,1,-0.32,2.73,0,2,630361,1,0,0,,11.0,B,,-2.09,3.06
16980,FF,2020-08-26,95.1,455976,L,0,1,-0.3,3.85,0,2,630361,1,0,0,,4.0,S,,-0.32,2.73
16981,FF,2020-08-26,95.9,455976,L,0,0,-0.11,3.31,0,2,630361,1,0,0,,11.0,B,,-0.3,3.85
16936,FF,2020-08-26,97.4,455976,L,2,2,-0.77,2.85,2,3,630361,4,0,0,,,,,,
16937,KC,2020-08-26,86.0,455976,L,1,2,1.89,-0.52,2,3,630361,4,0,0,field_out,4.0,X,ground_ball,-0.77,2.85
16938,SL,2020-08-26,89.7,455976,L,1,1,-0.01,1.38,2,3,630361,4,0,0,,14.0,B,,1.89,-0.52
16939,FF,2020-08-26,95.2,455976,L,1,0,0.1,3.17,2,3,630361,4,0,0,,13.0,S,,-0.01,1.38
16940,FF,2020-08-26,95.6,455976,L,0,0,-1.04,3.88,2,3,630361,4,0,0,,2.0,S,,0.1,3.17
16941,KC,2020-08-26,83.0,542303,R,1,1,0.28,1.85,2,3,630361,3,0,0,,11.0,B,,-1.04,3.88
16942,FF,2020-08-26,96.3,542303,R,0,1,0.89,4.49,2,3,630361,3,0,0,home_run,9.0,X,fly_ball,0.28,1.85
16943,FF,2020-08-26,96.7,542303,R,0,0,0.92,2.35,2,3,630361,3,0,0,,12.0,B,,0.89,4.49
16944,SL,2020-08-26,89.3,518692,L,1,1,0.85,2.2,1,3,630361,3,0,0,,14.0,S,,0.92,2.35
16945,FF,2020-08-26,95.8,518692,L,0,1,0.96,3.77,1,3,630361,3,0,0,field_out,14.0,X,ground_ball,0.85,2.2
16946,KC,2020-08-26,83.8,518692,L,0,0,0.61,2.34,1,3,630361,3,0,0,,12.0,B,,0.96,3.77
16947,SL,2020-08-26,90.0,621020,R,2,1,0.35,3.06,1,3,630361,1,0,1,,6.0,S,,0.61,2.34
16948,SL,2020-08-26,89.5,621020,R,1,1,0.91,1.54,1,3,630361,1,0,1,home_run,3.0,X,fly_ball,0.35,3.06
16949,SL,2020-08-26,88.5,621020,R,1,0,0.93,2.03,1,3,630361,1,0,1,,14.0,B,,0.91,1.54
16950,FF,2020-08-26,96.6,621020,R,0,0,-0.48,3.21,1,3,630361,1,0,1,,14.0,S,,0.93,2.03
16951,FF,2020-08-26,96.7,660670,R,3,2,-0.67,3.51,1,3,630361,1,0,0,,1.0,B,,-0.48,3.21
16952,SL,2020-08-26,88.4,660670,R,3,2,0.89,1.63,1,3,630361,1,0,0,walk,1.0,B,,-0.67,3.51
16953,FF,2020-08-26,97.3,660670,R,2,2,-0.2,3.86,1,3,630361,1,0,0,,14.0,S,,0.89,1.63
16954,KC,2020-08-26,83.1,660670,R,1,2,1.32,0.0,1,3,630361,1,0,0,,11.0,B,,-0.2,3.86
16955,SL,2020-08-26,87.6,660670,R,1,1,1.34,2.51,1,3,630361,1,0,0,,14.0,B,,1.32,0.0
16956,SL,2020-08-26,89.5,660670,R,0,1,1.19,0.09,1,3,630361,1,0,0,,12.0,S,,1.34,2.51
16957,FF,2020-08-26,96.8,660670,R,0,0,0.57,1.87,1,3,630361,1,0,0,,14.0,B,,1.19,0.09
16958,SL,2020-08-26,90.0,622666,L,3,2,0.11,1.83,0,3,630361,1,0,0,,9.0,S,,0.57,1.87
16959,FF,2020-08-26,95.5,622666,L,2,2,-1.32,4.73,0,3,630361,1,0,0,field_out,8.0,X,ground_ball,0.11,1.83
16960,FF,2020-08-26,96.6,622666,L,2,1,0.74,2.9,0,3,630361,1,0,0,,11.0,B,,-1.32,4.73
16961,KC,2020-08-26,84.3,622666,L,1,1,1.01,1.55,0,3,630361,1,0,0,,6.0,S,,0.74,2.9
16962,KC,2020-08-26,85.6,622666,L,0,1,3.04,-1.78,0,3,630361,1,0,0,,14.0,B,,1.01,1.55
16963,KC,2020-08-26,80.1,622666,L,0,0,0.17,1.87,0,3,630361,1,0,0,,14.0,B,,3.04,-1.78
16922,KC,2020-08-26,83.9,452095,R,1,2,-0.61,2.83,2,4,630361,4,0,0,,,,,,
16923,SL,2020-08-26,89.0,452095,R,1,2,0.7,1.92,2,4,630361,4,0,0,strikeout,1.0,S,,-0.61,2.83
16924,FF,2020-08-26,97.5,452095,R,0,2,0.63,3.93,2,4,630361,4,0,0,,9.0,S,,0.7,1.92
16925,FF,2020-08-26,96.2,452095,R,0,1,0.41,3.18,2,4,630361,4,0,0,,12.0,B,,0.63,3.93
16926,FF,2020-08-26,95.4,452095,R,0,0,0.75,3.57,2,4,630361,4,0,0,,3.0,S,,0.41,3.18
16927,FF,2020-08-26,96.3,663586,R,2,2,0.05,2.71,1,4,630361,4,0,0,,12.0,S,,0.75,3.57
16928,FF,2020-08-26,96.1,663586,R,2,1,0.88,2.65,1,4,630361,4,0,0,field_out,5.0,X,ground_ball,0.05,2.71
16929,SL,2020-08-26,89.2,663586,R,1,1,1.83,0.74,1,4,630361,4,0,0,,12.0,S,,0.88,2.65
16930,FF,2020-08-26,96.4,663586,R,1,0,0.76,2.52,1,4,630361,4,0,0,,14.0,B,,1.83,0.74
16931,KC,2020-08-26,82.8,663586,R,0,0,0.64,0.59,1,4,630361,4,0,0,,6.0,S,,0.76,2.52
16932,SL,2020-08-26,88.1,594807,R,1,2,1.45,1.26,0,4,630361,4,0,0,,14.0,B,,0.64,0.59
16933,FF,2020-08-26,95.3,594807,R,1,1,-0.27,2.7,0,4,630361,4,0,0,strikeout,14.0,S,,1.45,1.26
16934,FF,2020-08-26,95.3,594807,R,1,0,0.01,3.18,0,4,630361,4,0,0,,5.0,S,,-0.27,2.7
16935,SL,2020-08-26,88.9,594807,R,0,0,1.65,1.27,0,4,630361,4,0,0,,2.0,S,,0.01,3.18
16910,SL,2020-08-26,89.5,621020,R,2,2,1.05,1.99,2,5,630361,4,0,0,,,,,,
16911,SL,2020-08-26,90.9,621020,R,1,2,3.08,0.84,2,5,630361,4,0,0,strikeout,14.0,S,,1.05,1.99
16912,FF,2020-08-26,96.1,621020,R,1,1,-0.62,3.9,2,5,630361,4,0,0,,14.0,B,,3.08,0.84
16913,CH,2020-08-26,87.5,621020,R,0,1,-0.06,1.13,2,5,630361,4,0,0,,11.0,S,,-0.62,3.9
16914,FF,2020-08-26,95.6,621020,R,0,0,0.55,2.5,2,5,630361,4,0,0,,13.0,B,,-0.06,1.13
16915,CH,2020-08-26,86.8,660670,R,1,0,0.15,2.55,1,5,630361,4,0,0,,6.0,S,,0.55,2.5
